id/videoId;snippet/channelId;snippet/title;snippet/channelTitle
PsMxktS122M;UCaiFOR6aIrvITYAD0j7LQew;DARK SOULS™ II: Scholar of the First Sin_20170307151722;Thomas Duarte
ZY6Xz9GUpcM;UCFFfGA991VRR4U8FNNs72Qg;Alle Spiele sind SCHEIßE! ...außer Dark Souls! | MythosOfGaming;MythosOfGaming
QuSI1RK9b2c;UC4V8tHw2iM5NjnrY5hQg8pA;Dark Souls 3 ?GMV?- [Erase My Scars];GAMER ANIME
XL1LLS_PMD8;UCCnR6Z2PwVKHYOV-MXsTnew;The Legend of Zelda: Dark Souls Edition | Breath of the Wild Memetage;Seanabonza
sKJ5XI7SK9c;UCCCTjDbfr688MgYl5FtZ7bg;"Dark Souls ""You Died"" Green Screen (30fps/1080p)";Sqotch 'Studios'
_aghOiQs7ng;UCPZZring891k7JVnr70dlIw;??? ?????? ? ?????? [Dark Souls];??????? ?.
SNcaEaXDXnY;UCC4dj65WLIAoUJlm42pIHhg;Skyrim SE - Dark Souls Mods Showcase;Master Quest Gaming
PAaphdebZQY;UCduYinVF2XmdCtN0UD0EX1w;Zombie Easter Egg + Dark Souls Easter Egg in Battlefield 1 und mehr!;megaquest
Z5LBvl8DVQ4;UCy3avhfHpBbbgwZpNvuVklg;Dark Souls Mod (Black Souls) - Afterbirth+;Hutts
5Q9tJ79L2Us;UCVMFDAVQJH2sxmc26PaV2sg;7 ?????? ?????? DARK SOULS;???????
v7JUn9kW0zw;UCe03ZeisnL6OMMN5Xgney2w;DARK SOULS III Lord of Cinders (Party of 4);KingHenryXIII
upBb7SgyHpg;UCJJdzFTV5SJ5I57UAbPf15g;Dark Souls 3 - Black Knight vs Abyss Watchers;x90z75ek2
aMET0Y9JEuw;UCHxOq6JWwS5NxzjOeAN6-IQ;Dark Souls 3 #01 - Entendendo Toda a História (Lore);NOPi GAMER
WOY3s9R5738;UCzRg3jeesFJ6Iofm3jR8a3Q;Dark Souls 3 ULTRA [RX 480][i5 6500][REAL FPS][1080p60];DanielMasterCrew
g38tk-NkbKE;UC2gS6JdP20-sSyZ23RprMww;Time for some DARK SOULS 3 parte 2 | Parodiadera;Parodiadera
-AkY6ak8jNM;UCqt2JDWeHYlnlPbyAPGyVkQ;DARK SOULS™ III glith almas infinitas!!!!!!! (funciona en ps4 2017);josuedss12 gamer
DSQYs7F4ZKM;UCNghxT0aJG9MAuZckBERT6A;Dark Souls 3 - Live DLC Epica, Finita Presto.;ilGattoSulTubo
xP4pGz-JRCY;UCFZd1gpOV8kv1HEUE3YjonA;[Dark Souls III] •??????????• Wycc220;ALEKSEY VM
1Ozxad6uxk4;UCP9D9cyFUX6WYTNxbgGDeCA;Dark Souls 3 - ??? 10 ????????;Likoris
6eOFySFXETo;UCkeMm6L96QVZAKetRJ-FXrw;??????????? ?????? - ???????? ??? ?????????  - Dark Souls 3 -  Man at Arms: Reforged ?? ???????!;TVG Live
UwzEbb8YHNA;UCM0mTLm8ZRgAAgpfL_hmfNQ;Radeon RX 480 + Phenom II 955: Dark Souls 3 Max. Preset;loloperroverde
eHRAop1AGpw;UCHpviz-vGnBfpQLwOw0PUYw;Dark Souls 3 How to duplicate souls (working glitch);Bacon Shreds
RJ07UO0dubg;UCI3DTtB-a3fJPjKtQ5kYHfA;Dark Souls III by bubblesdelfuego in 58:50 - Awesome Games Done Quick 2017 - Part 171;Games Done Quick
