id/videoId;snippet/channelId;snippet/title;snippet/channelTitle
LVhybVXK75Q;UCMP3X1PXYxZ4Cc7OengYEiw;?????Dark Souls ????1&2 | ??????? (????);??RangerEast
dH94oC-hJY8;UC9bmm39kDswaGNTbbOzmqgg;Ludleth of Courland Dialogue (Dark Souls III);Sir Fist
UX1hO83c6u0;UChY4uYKXZyIx-E86mE_3scA;PRAISE IT! Dark Souls III [NO SPOILERS];Tartarus Cast
Y1ioGAyilfo;UCCY9Z4jRFaGxMr_tglHV5-w;3 Cose che devi Sapere prima di Comprare DARK SOULS 3;DadoBax - Feel the VideoGames
NpX-wsFBsFg;UCoLnSKtdqwg46RSJUdUy-nw;10 Curiosidades Que No Sabias ? Dark Souls;Cinamer
7cSsmhEKCpc;UCwNUvFnzaSFzJJy6YnvgKwQ;POR DETRÁS, SIEMPRE | Dark Souls 3 con Lou | Ep5;Outconsumer
zLwc2idNdho;UCQb6W0vblp5ewU75watnqQQ;?DARK SOULS?????????????? #1 ????????;???????
ur7VlXKg90Y;UC6bTF68IAV1okfRfwXIP1Cg;? DARK SOULS 3 ?? ????? [21+];itpedia
FneHTyVEqcw;UCcAQJDkK-Xf-YGCGAdAY3Ig;??????????? Dark Souls Prepare To Die Edition  — ????? 5: ???? 4: ?????????? ??????;??????? ????
OLxbhnFBM3c;UCnwbqsjBjKvCT-I0ZghIM7w;DARK SOULS 3 - SECRETOS DEL PRINCIPIO | Las Aventuras del Hechicero Cobarde Atlas;Atlas
uRvXa1F2yL0;UCZPNYzbniSuTzzfF8XXlP3Q;DARK SOULS III nope moment #1;Thijs
jQz5LbUyNig;UCBUr2Rn1gpPqJYBj-sEBqeA;Dark Souls 3 | Guia Bosses | Derrotar a La Bailarina del Valle Boreal;DaniJunny
-wy-ssMlc1I;UCsTpmc6NjJzUSUiOA1WA0OA;DARK SOULS 3 - INÍCIO da HISTÓRIA com o DESPOJADO #1;DMenor11
8BsQ7anqdFc;UCGUioiyO-0SfMZReB742oYg;DARK SOULS 3 ? ?????? ???????;HIKARO
cLWZQHGP-mM;UCSq0BnB21GflZ45QAKZrSRg;DARK SOULS 3 - ??? ?????;BaleHTIIIH
CPdJMDg24DA;UCYsS3SON69FIr-K3E3Czvpw;Dark Souls 3 #3 - Infarktové leknutí! [CZ / ?esky];Sterakdary
IsswA4WfqdQ;UCY-aY6fAqJauPWfxZ7HTZig;?? ??? ??????? ????????? (Dark Souls 3);2J Games
OIXZoTturUU;UCwJW0LTXpAprB-Cw77X8ZYQ;Dark Souls III Part 1;The Professor
Sw_H3axayCg;UCcAQJDkK-Xf-YGCGAdAY3Ig;??????????? Dark Souls Prepare To Die Edition  — ????? 2: ???? 1: ????? ?????;??????? ????
dt4-K5-4IUQ;UClPq0KRbJUWxrLXd3CONucA;Dark souls 3 ??? ??????? ????? ? ???????;Game Doctor
TcSiqgkz7Ts;UCzRg3jeesFJ6Iofm3jR8a3Q;Dark Souls III A10-7850K GAMEPLAY [REAL FPS];DanielMasterCrew
Khi7NcukvGc;UCDvVbwE4t9_VwWnciYHCq9A;DARK SOULS III | ?????? ?????;Maskit Vape
84looXnnifs;UCbdfUWlkDxtDMojmn3w-IoA;Dark Souls 3 ???? ??? ????????;??????? — ???????????? ????? ???????????
i10BfxecROc;UCg53HWQKuqaAV2u-Acwn7-g;6 Games Harder Than Dark Souls 3?!;AlltimeGaming
RmoZWHSRW1Y;UCDsh4lseyfsUW9XnA-9J5iA;(Decouverte) Dark Souls 3;Naito75
cQiykg4DBiE;UCYsS3SON69FIr-K3E3Czvpw;Dark Souls 3 #1 - Mlátíme strom do vajec [CZ / ?esky];Sterakdary
HuBHhkATPsQ;UCK3-qzfusXYkeOHa9t3n4Gw;Dark Souls I & II Story, Explained;Ally Mushka
kGsWMLbvdhQ;UCGzD1IY8AIqknO3c8LRwUEw;Dark Souls III: estas son sus tres mejores alternativas;Softonic
1808LmWeO3Q;UCwkx9CAsjmRVLIDocm-JzlA;"[??? ???????????] Dark Souls 3 ??????1:""????????????????????? Dark Souls""";9th TEARDROP GameTeller
