id/videoId;snippet/channelId;snippet/title;snippet/channelTitle
Yb2zHjDIj7E;UCI3DTtB-a3fJPjKtQ5kYHfA;Dark Souls 3 by SayviTV in 1:01:45 - AGDQ 2018 - Part 148;Games Done Quick
nzhq_EbDYPI;UCA7-KUzOQF-qk46knmCnCmg;Las 10 PEORES COSAS que puedes hacer en DARK SOULS (y Demon's Souls);Powerbazinga TV
JcsEVS8HbW0;UC56_-4AHRA6NtSxLsfrbX1g;WHY DEACONS OF THE DEEP IS THE HARDEST BOSS IN DARK SOULS III;Fercosion
L5VfFoHEYQ4;UCNbMmvd_sWZaW-IFysNxfog;Dark Souls III - Yup, thats Dark Souls:/;Dredera Z
tW4G-0gGTYw;UCrzoMjzGz2w1kvzlintuf_g;Dark Souls 1;Rajkonen
e1YnLv0N_T4;UCcn4xLviOE7mYVui13YWvRQ;Dark Souls: Christmas [The Pruld] 2018;?????????? ???
_s899Tj7lIs;UC477Kvszl9JivqOxN1dFgPQ;THE VRCHAT EXPERIENCE [Dark Souls Edition];Iron Pineapple
mP_A-ngxFg8;UCVe9bKkkcxwhZubiq7sDToQ;Dark souls 2 NG + 5 ?;GranDzhem Gaming
mFt-EiQzxfM;UCVe9bKkkcxwhZubiq7sDToQ;DARK SOULS 3 ????? 2  ?????????? ???????????;GranDzhem Gaming
KNkUuoDUqz8;UCVe9bKkkcxwhZubiq7sDToQ;DARK SOULS 3 ????? 1  ????? ???? ??????,???? ?????????;GranDzhem Gaming
ybOPXhD1zno;UCVe9bKkkcxwhZubiq7sDToQ;Dark Souls 2 ?????????*;GranDzhem Gaming
hg0T9P04GrE;UCVe9bKkkcxwhZubiq7sDToQ;DARK SOULS 3.;GranDzhem Gaming
tcGl4CEaz4g;UCrZOsOcRZLz61ylxSJG9Mqg;Dark souls III ep 1 : gundyr e l’altare;Franco arturocipolluto
