id/videoId;snippet/channelId;snippet/title;snippet/channelTitle
yj27J4bF32I;UCsocg1sWGtngv-LxcgTlp_g;Artorias of the Abyss | DARK SOULS MOD | Gmod;TheFrankoFactor
6GM1WhdLBG0;UCli6CHS7NDmDPnTb-vHpu2w;Dark Souls Prepare to Die Edition - ???, ????? 1;??????? ????????
G-N3Qafy9nc;UCkYEKuyQJXIXunUD7Vy3eTw;107 Dark Souls Facts YOU Should Know | The Leaderboard;The Leaderboard
ToYXJ2QbGQM;UCEvsVMvyASdZnjV7KeRI4jQ;??????3 ?????????????????? ??????DARK SOULS III;Cero Games
Aw6Chuo6zqM;UCcAQJDkK-Xf-YGCGAdAY3Ig;??????????? Dark Souls 3 — ????? 12: ???? 3: ?????? ??????????? ???;??????? ????
mzY1HbA6iGQ;UCIp9MlCopTE2SQE5K8bScVg;Dark Souls 3 - CHEFE SECRETO - Antigo Rei Demonio (COMO MATAR / ESTRATEGIA);CharleZ BronsoN
TQ-pKPLrj34;UCIp9MlCopTE2SQE5K8bScVg;Dark Souls 3 - CHEFE SECRETO - Rei da Tempestade / Rei Sem Nome (COMO MATAR / ESTRATEGIA);CharleZ BronsoN
tFpsTie8i1g;UCIp9MlCopTE2SQE5K8bScVg;Dark Souls 3 - CHEFE SECRETO - Wyvern Anciao (COMO MATAR / ESTRATEGIA);CharleZ BronsoN
mEkJk29eYbg;UCIp9MlCopTE2SQE5K8bScVg;Dark Souls 3 - CHEFE - Matador de Dragoes (COMO MATAR / ESTRATEGIA);CharleZ BronsoN
3hPmbLA-v2Q;UCuVIWETFdxzwlHEHMbhm2_w;Dark Souls 3 (Preview) : A Primeira Meia Hora;Zangado
Y7Ghq5vj3dY;UCcAQJDkK-Xf-YGCGAdAY3Ig;??????????? Dark Souls 3 — ????? 10: ?????? ????;??????? ????
SsZPpDS6q5E;UC_N3ZwlXnmIN2t1BdZ-5Yhw;Maddyson ? Dark Souls 3  26.03.16 ????? 1;MaddyStream
qEBdqazaAYk;UCcAQJDkK-Xf-YGCGAdAY3Ig;??????????? Dark Souls 3 — ????? 9: ???? 2: ????????? ??????? ?????;??????? ????
ZWB1T-KysXY;UCcAQJDkK-Xf-YGCGAdAY3Ig;??????????? Dark Souls 3 — ????? 6: ?????? ?????;??????? ????
h0PH3pkqaLs;UCcAQJDkK-Xf-YGCGAdAY3Ig;??????????? Dark Souls 3 — ????? 4: ?????? ???????;??????? ????
fKffTJCwo_4;UCsHTNeUTz5rvsr6rhSAcsTw;????3?Dark Souls III????? ???;doraiba
3oCpbWYBOKA;UCJhmYcKAIvi2dS3X-tXkLpQ;?????DARK SOULS III????????PART1???????3/PS4?;tubegameplayerAnna
FKhqcSxOKN4;UCHxOq6JWwS5NxzjOeAN6-IQ;Dark Souls 2 #04 - FINAL - Entendendo Toda a História (Lore);NOPi GAMER
LUVVV_bNCoY;UC8JCpDIiCUFaSR5VUr7tyjA;DARK SOULS Lore/História - Ornstein & Smough;Lar dos Games
3VN6hd3rrlo;UCA7-KUzOQF-qk46knmCnCmg;DRAGON'S DOGMA GAMEPLAY: Alternativa a Dark Souls?;Powerbazinga TV
yfUqxqhhZy0;UClNSdNAqetoA97IG9zvscow;Dark Souls LORE: Óscar de Astora - Historia y Cusiodidades;La Caverna del Gamer
bVyfY6b3Itc;UCFvn1IU3BD0z_CnnNIqXDKQ;#TATUAGEM SIF DARK SOULS;JanTattoo
KZiDCpt4AI4;UCHxOq6JWwS5NxzjOeAN6-IQ;Dark Souls 2 #01 - Entendendo Toda a História (Lore);NOPi GAMER
xsBO3R-IcG4;UCdUpLU3heBnfZMkgaicyuLg;Dark Souls II : ??? 10 ????? (?? ??????? );?????? ???
221lLBt7Lik;UCy9rUekkcH1H9dgearp2kTw;Mango Gets Too Greedy (Dark Souls Stream);Skrai [Aranfara]
ws6KsvJ-wb4;UCJJInXr1gMJjfn97aUwZzNg;Dark Souls III - ????????? ????????;ND Play
nIWMRtMgeig;UCVYeVjIlZGFXpt3pgdkxbGQ;9 Things about Dark Souls enemy names translation;Crestfallen
CMieLpqOUGE;UCP9D9cyFUX6WYTNxbgGDeCA;Dark Souls 2 Lore - ???? Vs. ???????: ???? ?????????;Likoris
hKgzeoXHNx0;UC-3QwnB0mefZMnPjAqOyNkg;?? ????? ?????999 | Live Stream Dark Souls II;d7oomy_999 | ????????
