id/videoId;snippet/channelId;snippet/title;snippet/channelTitle
ZtUWHQ21m_c;UCLL5dVnel0uRX3aiyVXQYkw;RESIDENT EVIL 7 ? ??????????? End of Zoe ? ????-?????? ???? ??? ???????;TheGideonGames
yvLIJ0Minhk;UCY8iijN1AkyDCh1Z9akcqUA;RESIDENT EVIL 7: NOT A HERO - #1: Início - Chris Redfield na Umbrella??;funkyblackcat
ORk93zLoins;UC6zVrNoS2romPX3WrR-xxTA;Resident Evil 7 | END OF ZOE + NOT A HERO FULL DLC & ENDING | Livestream Gameplay;Quizzle
NoDB0vOwT5c;UCQnNccCfrdZhfyuegdP0xXw;Resident Evil 7 Gaming MX 150 Benchmark;SOMETHING NEW
0RBEJeq7_Ys;UCB3FIQL0yCHHdAW8m3d9GHg;QUASE INFARTEI JOGANDO RESIDENT EVIL 7;Kakaxe Rataque
7KNvwhcgwkI;UCzYkQgr2iZFYHPJIPONyvsQ;EFF THIS BASEMENT!!!! FRIEZA PLAYS RESIDENT EVIL 7 PART 3!;Lord Frieza
5CpNjfkpNRc;UCVuIAsy-JHi1K-wO-aYfhtA;RESIDENT EVIL 7 #01 - O Início dos SUSTOS, em Português PT-BR;Overman
DZ_CX55BinM;UChbOvHWhMpQ3CwYC74CJ-mw;Morando com a Namorada (Resident Evil 7 Paródia) | Think Mind;ThinkMindProductions
cYjxGyk0A38;UCT34EjaCqVqrob9ALsotS0Q;Two Best Friends Play Resident Evil 7: Biohazard Compilation;spookycookies
fbVhxbZaPT8;UCddN6tViXZMEOfvO-rqfbNg;LUAN GAMEPLAYS JOGANDO RESIDENT EVIL 7;CANAL DO LUAN
Ee9CU-odvsc;UCg_JwOXFtu3iEtbr4ttXm9g;"Resident Evil 7: Biohazard | Not A Hero - ""Lucas"" PGW 2017 Trailer | PlayStation VR";PlayStation Europe
IrZfx_R16r8;UCNIz_V-0UAWaR4HYxN7UYDw;SPIEGIAU KAIP MERGAIT? - Resident Evil 7: Biohazard #12;V?jas
aTnCNFshGSA;UCVIja5Pe_zflIDue13FUrmQ;E SE RESIDENT EVIL 7 FOSSE NA BAHIA? - Tá repreendido -  GamePain;Seu Pimenta Tv
JHjFl-8SAX8;UCPSxcy8dRayvtXuMume8nUg;RESIDENT EVIL 7 - Not A Hero DLC / End Of Zoe DLC Theories/Secrets [SPOILERS];AvidExpert
ym7fDoOzt8c;UCj1HrUIKkLwUD5uvHUZAywA;Korkunç K?z Karde? - Resident Evil 7 DLC;Oyun Delisi
b0uZM9m4Cgc;UCNIz_V-0UAWaR4HYxN7UYDw;NEBEPAŽ?STU LAIKO - Resident Evil 7: Biohazard #9;V?jas
QZYxhuTo7ck;UCHTnEwQKNwm49CQeCVZogMw;Off Camera Secrets | Resident Evil 7 - Boundary Break;Shesez
v9c7Uis97Vs;UCboMX_UNgaPBsUOIgasn3-Q;MOMMY DEADEST - Resident Evil 7 Bedroom DLC Gameplay;Funhaus
N7jjnCf7XKw;UCv41KdQwTaG2fyEUhsuyN-w;8 MORTES MAIS VIOLENTAS DE RESIDENT EVIL 7!;Enmynest
oieyCMrVJbI;UCIQ1PyEVzV2sc4CXHKH2cSg;Resident Evil 7 - ????? ?????;Dobryak
0BXc3NuEkqE;UCv41KdQwTaG2fyEUhsuyN-w;"RESIDENT EVIL 7 - EXPLICANDO A CENA SECRETA QUE O ETHAN ""COLA"" A PERNA";Enmynest
1fY_MlHxmTI;UCSDVzkZG98wMNRTDkfviBQQ;Maddyson [2 ??? 2017] Resident Evil 7 (????? 2);Sut Takova
khgRw6usr_M;UCSDVzkZG98wMNRTDkfviBQQ;????????? ??????????? Resident Evil 7 Maddyson [28 ?????? 2017] (????? 1);Sut Takova
lNheaC20Gew;UC6Q88ekNli7UkmrhtSVHjJw;Just Get Me Outta Here! Achievement Guide - Resident Evil 7: Biohazard;The Elk Enigma
B-rVGObfLmk;UC_rqLZVSqhD4IKjzahdm6PQ;RESIDENT EVIL 7, Final Boss Fight - How to kill Eveline [Written Commentary];Gamerpillar
l3WaYqG5IBY;UCo0U1tbk3YbqiLDhkeWOviQ;Resident Evil 7 - BONUS n°1 - LE BLACKJACK DE LA MUERTE !!!;FantaBobGames
oBTOce4RPGA;UC3J4Q1grz46bdJ7NJLd4DGw;Dewa Judi - RESIDENT EVIL 7 - Banned Footage - 21;MiawAug
UKA05FmGHHU;UCbvXfVIuFUm6ivN-BeAN-rg;resident evil 7 ???????????? ??? ??PART 1;IrakliGamer
7JmdxkPJ5r4;UCNIz_V-0UAWaR4HYxN7UYDw;VOR? LIZDAS TARP KOJ? - Resident Evil 7: Biohazard #8;V?jas
dgrXpu7NtYI;UCSBpMpQo4iKnzoGhUpS8sSw;DAS GROßE FINALE !! RESIDENT EVIL 7 : Lets Play #25 [FACECAM];FeelGamingTV
ElO2vY8u6I4;UChbOvHWhMpQ3CwYC74CJ-mw;Morando com Vovó (Resident Evil 7 Paródia) | Think Mind;ThinkMindProductions
SX5aijjNztM;UCL7DDQWP6x7wy0O6L5ZIgxg;Resident Evil 7 (VR) - Fearful Drinking;2ndJerma
FfbPBa4KTXs;UCFItIX8SIs4zqhJCHpbeV1A;Why Resident Evil 7 Was Censored In Japan;Censored Gaming
sdWJFKfwqoo;UC9CuvdOVfMPvKCiwdGKL3cQ;Resident Evil 7 - Jack Has Style - PART 8 - Game Grumps;GameGrumps
xKruvoyeZ64;UCaglZt0f1RUxYzna4dzXY9Q;??? ????? ???? ???????? ??????? ????? 2 ???? ? Resident Evil 7 DLC 21 ???????????;Evgenirus
sMMUuwnkYUU;UCbVFXCdwPMpv_4BPVbc2HHA;ETHAN WINTERS • Resident Evil 7 Lore;SinglePlayerNacho
3a1ExfQmSj4;UCVOXJao4WML7JYiUV-sNNYw;RESIDENT EVIL 7 / DO?UM GÜNÜ PUZZLE'I / Bölüm 10;Fedupsamania
